6520	yayithanda	1101000010
6521	yokwezela	110100000
6522	budebuduze	0000000000
6523	edwaleni	10001000
6524	ithambo	1000000
6525	omanase	1000000
6526	nophungash	1100000000
6527	ubheke	100010
6528	senginesibinjana	0100111010001000
6529	lubhekene	010001010
6530	yayivunule	1101000010
6531	abazala	1010010
6532	akazimisele	10101101010
6533	ngesikhulu	0110100000
6534	bamasondo	110100000
6535	yinsini	1110000
6536	ngiqale	0010010
6537	elimnyama	101000000
6538	usiza	10010
6539	ngikuthole	0010100010
6540	ngiyeka	0010010
6541	ovalweni	10001000
6542	kumsukile	011001000
6543	esengasekho	10100101000
6544	samlalisa	111001010
6545	kungebalwe	0100100110
6546	engabe	100110
6547	kwaphambana	01100001010
6548	isijuluke	111000010
6549	ngolaka	0110000
6550	engizithathele	10010100001010
6551	awayikubuyela	1010101001010
6552	abaphansi	101000000
6553	lenxuluma	011000000
6554	esebheke	10100010
6555	basendleleni	010110001000
6556	siyoyimba	010101010
6557	wacwebezela	11000000010
6558	ibabuze	1010010
6559	ximba	00010
6560	azongena	10100010
6561	imininingwane	1010000000000
6562	awuthathe	101000010
6563	uzondi	100000
6564	ezingcwele	1010000010
6565	rahamba	0000000
6566	iyasheshisa	10100001010
6567	sesiyakhala	01010100010
6568	bayakubalekela	01010100000010
6569	ngizele	0011010
6570	esexolisa	101001010
6571	basuke	010010
6572	ngangihlabe	01100100010
6573	nantambama	0100000000
6574	kwanongoma	0010100000
6575	nami	0100
6576	abeke	10010
6577	ubuqhaqhaqha	101000000000
6578	exoxwayo	10011100
6579	isifo	10110
6580	ziningi	0100000
6581	wakha	10010
6582	yinkosazane	11100101000
6583	nokugqiha	110100010
6584	esifubeni	101001000
6585	useyambulala	101011000010
6586	wavele	110000
6587	iambulense	1000000000
6588	ungasho	1001000
6589	ngemisebenzi	011010000010
6590	ngonozimanga	011010101000
6591	kusangithatha	0101001000010
6592	esengayilobolisa	1010010100001010
6593	nezinhlonze	11001000000
6594	ubengakawufaki	10100101010010
6595	impela	000000
6596	nobovu	110000
6597	kwale	00100
6598	yisigxobo	110100000
6599	mamkhize	01100000
6600	kwamasaka	011010000
6601	samakhela	110100000
6602	bengizophindela	010010100001010
6603	noyise	110000
6604	mngane	100000
6605	ngokwethuka	01101000010
6606	lokhukwesaba	010010100010
6607	amaqembu	10100000
6608	kuneyakho	001101000
6609	yezitamukoko	110100000000
6610	horhagidgadi	000000000000
6611	ethini	100100
6612	siphenduke	0100000010
6613	kangilimile	01001001000
6614	umsindo	1100010
6615	bagcine	0100010
6616	abasaphathekile	101010000101000
6617	uthini	100100
6618	ezula	10010
6619	babuyisa	01001010
6620	basikhombisa	010100001010
6621	ephelele	10001010
6622	sebemenza	010110010
6623	isangoma	11000000
6624	ngizozama	001010010
6625	ongabulala	1001000010
6626	swi	000
6627	eculile	1001000
6628	zokutolika	1101000010
6629	uzwile	101000
6630	kulomuzi	01010100
6631	wawubeka	11010010
6632	eselifumbethe	1010100000010
6633	zizongiphendula	010100100000010
6634	bazophindela	010100001010
6635	kudidizelwa	01000010110
6636	kulelihlathi	010101000000
6637	yokwehla	11010010
6638	ende	1100
6639	kungadingeka	010010001010
6640	ngokusebenza	001010000010
6641	siyakukhuphukelaphi	0101010000001011000
6642	ukwedlulisa	10100001010
6643	owayeyoba	111010110
6644	kuhle	01000
6645	angaphela	100100010
6646	azabe	11010
6647	bafunde	0100010
6648	abomvu	100000
6649	elishelelelayo	10100000101100
6650	isithukuthele	1010000000010
6651	umhlangano	1100000000
6652	emvusa	110010
6653	lelibhokisi	01010000000
6654	lalifakelwa	11010010110
6655	layo	0100
6656	esambane	11000000
6657	ayiminingi	1110100000
6658	izithupha	101000000
6659	abone	10010
6660	nezinhlanhla	110010000000
6661	beliqeda	01010010
6662	yayomnquma	1101100010
6663	cwi	000
6664	likankulunkulu	00010000100000
6665	ukuqundeka	1010001010
6666	wazinika	11010010
6667	qha	000
6668	ngalokhoke	0010101100
6669	bakhe	01000
6670	nomanzuza	110000000
6671	eniyenzayo	1011001100
6672	mahazula	01000000
6673	ndoda	10000
6674	emane	10000
6675	kwethunzi	011000000
6676	esabuya	1010010
6677	kwami	00100
6678	ngokuzama	011010010
6679	ingathi	1001000
6680	asiphindele	10100001010
6681	kubahlungu	0111000000
6682	bengazi	0101000
6683	ngilahle	00100010
6684	eqhudeni	10001000
6685	ngalesisikhathi	001010101000000
6686	engibhuqa	100100010
6687	lamagondoviya	1101000000000
6688	osekhulile	1010001000
6689	yobuhle	1101000
6690	wetiyela	11000000
6691	baqhubekele	01000101010
6692	kabani	010000
6693	esekhulelile	101000101000
6694	uvamise	1000010
6695	ukuthuthwa	1010000110
6696	ngobuhlakani	011010000000
6697	ngisho	001000
6698	yiwona	010100
6699	isivinini	101000000
6700	unganiguleli	100101001010
6701	ukuthinta	101000010
6702	balishum	01010000
6703	bayovuka	01010010
6704	nokwami	1100100
6705	ngiyobaxosha	001010100010
6706	ukuzipheka	1010100010
6707	engivelelayo	100100101100
6708	egibithe	10000000
6709	ngimemeze	001000010
6710	iphambukile	10000001000
6711	abhalisele	1000101010
6712	ngiwakhumbuza	0010100000010
6713	engalambi	100100010
6714	iyobasiza	101010010
6715	empeleni	11001000
6716	nomunye	1101000
6717	zisaphila	010100010
6718	obhalayo	10001100
6719	kwabangisana	011000101010
6720	imtshele	11000010
6721	sizokwenzenjani	010101001100000
6722	ungwenya	10000000
6723	ifezeke	1001010
6724	laliwadla	110101010
6725	akasadlali	1010100010
6726	nokunyamalala	1101000000010
6727	zedrama	1100000
6728	nokutshiloza	110100000010
6729	kulesisihlahla	01010101000000
6730	wayezibuza	1101010010
6731	ngangingasathandi	01100100101000010
6732	bona	0100
6733	sengophe	01010010
6734	akalahlwa	101000110
6735	obani	10000
6736	ongakhokhela	100100001010
6737	wabonga	1100010
6738	bayalibala	0101000010
6739	izolo	10000
6740	obecabanga	1010000010
6741	nenhlonipho	11100000010
6742	ayigibele	101000010
6743	wayengakhombisi	110100100000010
6744	iphindiselwe	100001010110
6745	iqiniso	1000010
6746	zingakuboni	01001010010
6747	kungafa	0100110
6748	akumsizanga	10110010000
6749	esemnika	10110010
6750	ayi	100
6751	kususwa	0100110
6752	ubewanikelani	1010100101100
6753	yasesikoleni	000000000000
6754	uzophuma	10100010
6755	nwi	000
6756	wayeqonda	110100010
6757	nasethaya	010100000
6758	kwamhlongo	0011000000
6759	izimfamona	1001000000
6760	usabuya	1010010
6761	bengingayazi	010010011000
6762	amaqhude	10100000
6763	ithungathana	100000001010
6764	ngokushabalala	01101000000010
6765	niyangiqambela	01010010001010
6766	naleyongane	01011110000
6767	wacabanga	110000010
6768	akaphumeleli	101000000010
6769	womfowethu	1110000000
6770	umshana	1100000
6771	ngitheni	00101100
6772	siyamemeza	0101000010
6773	esebanikile	10101001000
6774	lusuke	010010
6775	uyifunde	10100010
6776	yilokhu	0101000
6777	unayikosiyayi	1011100010100
6778	sezihambile	01010001000
6779	ngiyamfanisa	001011000010
6780	usenza	110010
6781	esebhuqekile	101000101000
6782	lalibalele	1101000010
6783	ngino	00110
6784	yizikhathi	1101000000
6785	sibhokile	010001000
6786	namazeze	11010000
6787	esihlahleni	10100001000
6788	kwamxaka	01110010
6789	yancipha	11000010
6790	ibuze	10010
6791	isigqila	10100000
6792	isheshe	1000010
6793	ukuhlazisa	1010001010
6794	eziphuzile	1010001000
6795	odonse	100010
6796	kwedelela	010000010
6797	wahamba	1100010
6798	nezinye	1101000
6799	oluphuthumayo	1010000001100
6800	angafiki	10010010
6801	ukuthola	10100010
6802	kayiyazi	01011000
6803	ladlalisela	11000101010
6804	iyoqoma	1010010
6805	akho	1000
6806	ubabona	1010010
6807	aguqe	10010
6808	ntinini	0000000
6809	usenze	110010
6810	sime	0110
6811	esiteshini	1010001000
6812	emazinyweni	10100001000
6813	sokuyinakekela	11010100101010
6814	osekuthi	10101000
6815	esehlengezela	1010000001010
6816	kukhala	0100010
6817	ubanike	1000100
6818	waqhiphela	1100001010
6819	zagqolozela	11000001010
6820	ngenanyiswe	01000010110
6821	kwenzekani	0100101100
6822	ziyagquma	010100010
6823	ezenziwa	11001010
6824	ekugcineni	1010001000
6825	bamhlinze	011000010
6826	maqede	000000
6827	nyoka	00000
6828	emi	110
6829	eyehlayo	11001100
6830	yenzani	1001100
6831	kuhlala	0100010
6832	ithemba	1000010
6833	sikhulu	0100000
6834	phezulu	0000000
6835	engahle	1001000
6836	kumngani	01100000
6837	ngamaphuphu	01101000000
6838	kuyisonto	011100000
6839	kwangithokozisa	011001000001010
6840	singagqilazwa	0100100000110
6841	wangabe	1000000
6842	ngamabandla	01101000000
6843	sekuyikho	010101000
6844	ameme	10010
6845	siyojika	01010010
6846	esesikhipha	10101000010
6847	myeke	10010
6848	uyaphana	10101010
6849	bengibusa	010010010
6850	wayisho	1101000
6851	engadli	1001010
6852	akudobele	101001010
6853	yindoda	1110000
6854	ngizibike	001010010
6855	nokuzimisela	110101101010
6856	kuyadlala	010100010
6857	lwaphika	01100010
6858	abashova	10100010
6859	indodakazi	1100010000
6860	ziyezwana	011001010
6861	nokwesaba	110100010
6862	angisayithandi	10010101000010
6863	wasivula	11010010
6864	waquleka	11001010
6865	wangitshela	11001000010
6866	uyifunda	10100010
6867	babenendlela	010111100000
6868	ngugamaliyeli	0110000000000
6869	kalula	010000
6870	ubizwa	100110
6871	ebuhlungu	100000000
6872	ufisa	10010
6873	okungenzekanga	10101001010000
6874	sesikhukhukazi	11010000010000
6875	yomkhi	111010
6876	bakolobhe	010000010
6877	ukubuyela	101001010
6878	kunensila	011110000
6879	kudida	010010
6880	lakwamahleka	010010100000
6881	wawathatha	1101000010
6882	kumhlupheki	01100001010
6883	zokumvikela	11011001010
6884	ngendlala	011100000
6885	kwalamanzi	0010101000
6886	akaphiwa	10101010
6887	ukuncokola	1010000010
6888	egqiha	100010
6889	uvula	10010
6890	iguquka	1000010
6891	nangenzansi	01011100000
6892	ungazange	100100000
6893	walungisa	110001010
6894	ehlushwa	10000110
6895	ezibambelele	101000000010
6896	ngisebenza	0010000010
6897	kuyinsini	011110000
6898	esondelene	1000001010
6899	sishayisane	01000101010
6900	wayeyigagu	1101110000
6901	phathapatha	00000100010
6902	okwabantu	101101000
6903	namanye	1101000
6904	abuse	10010
6905	ixinekile	100101000
6906	inkomana	11001000
6907	ibhubesi	10000000
6908	likhalile	010001000
6909	ibuhlungu	100000000
6910	ihlo	1000
6911	ngiwulole	001010010
6912	kwabantwana	01101000000
6913	ishaye	100010
6914	ukumenza	10110010
6915	juluka	000010
6916	esewuqaqile	10101001000
6917	sempilo	1110010
6918	ahlabe	100010
6919	iminyaka	10100000
6920	usethuthile	10100001000
6921	namayembe	110100000
6922	kokusebenza	11010000010
6923	kwensizwa	011100000
6924	kunini	010000
6925	likagogo	00010000
6926	ngisakhathele	0010100000010
6927	fiyo	0000
6928	ungikhalela	10010001010
6929	angaphinde	1001000010
6930	nhloboni	10000100
6931	umsebenzi	110000010
6932	ngamelwe	01110110
6933	ekufundiseni	101000101000
6934	ezinhlungwini	1001000001000
6935	imiklomelo	1010000010
6936	oqonde	100010
6937	azibonele	101001010
6938	abagwaza	10100010
6939	abazofuna	101010010
6940	ngibuthiwe	0010001010
6941	kumcasule	011000010
6942	randi	00000
6943	uyokwenzenjani	10101001100000
6944	impendulo	110000010
6945	ukumkharaza	10110000010
6946	sakhe	01000
6947	elokuthelela	111010001010
6948	sakhiwe	1001010
6949	elikhinyabezwe	10100000000110
6950	singazange	0100100010
6951	babengcolisile	11010000101000
6952	eseyimnika	1010110010
6953	nakancane	010100000
6954	bengingazi	0100101000
6955	zathintwa	110000110
6956	kabanandaba	01010110000
6957	zamehlo	1101000
6958	ngingasho	001001000
6959	nguhluphile	01100001000
6960	isihlwitha	1110000010
6961	ihambise	10001010
6962	ungitshela	1001000010
6963	yiningi	0100000
6964	emini	10000
6965	uyihlozala	1010000010
6966	amangale	10000010
6967	kwelikamlotha	0110001100000
6968	ngokulithunzi	0110100000000
6969	ngokuhlonipha	0110100000010
6970	khehlehle	000000000
6971	kuyezwakala	01100100010
6972	azinithele	1010001010
6973	ebuka	10010
6974	ungabuza	10010010
6975	ligcotshiwe	01000001010
6976	ibona	10010
6977	nguyise	0110000
6978	ngathubeleza	011000000010
6979	nezimpondo	1100100000
6980	nomuntu	1101000
6981	ugcwalisa	100001010
6982	umasibisi	100000000
6983	acashise	10001010
6984	bazilile	11010010
6985	selishiso	010101010
6986	idolobha	00000000
6987	bandla	000000
6988	kamfowabo	011010100
6989	bake	0100
6990	sezenziwa	011001010
6991	ukungithumba	101001000010
6992	ayithathe	101000010
6993	bekuyizolo	0101100000
6994	seliphumile	01010001000
6995	selithwele	0101000010
6996	bube	0110
6997	nakunkosazana	0101100101000
6998	ifike	10010
6999	eseqalile	101001000
7000	amandla	1010000
7001	okungenani	1010010100
7002	sinamalahle	01110100000
7003	ngesonto	01100000
7004	wayesebalindele	110101010001010
7005	kwakusebenza	011010000010
7006	ngangiya	01100110
7007	ubebathanda	10101000010
7008	olulokhu	10100000
7009	emabhokwini	10100001000
7010	uyaphela	10100010
7011	sasifisa	11010010
7012	esedla	101010
7013	nelengayi	110000000
7014	ungithanda	1001000010
7015	asigudluze	1010000010
7016	wayengenwa	1101000110
7017	mnyamande	000000000
7018	ulimi	10000
7019	zingakwazi	0100101000
7020	kutuswa	0100110
7021	bungehli	01010010
7022	bazisane	10101010
7023	kwezinyoni	0110100000
7024	bazibeka	01010010
7025	wayeyozwa	110101010
7026	kwebandla	011000000
7027	zalutho	0101000
7028	yinto	11100
7029	useyayizwa	1010101010
7030	ngafuna	0110010
7031	sase	0100
7032	ayitholile	1010001000
7033	kulukhuni	010000000
7034	kuswelekile	01000101000
7035	kwashaqeka	0110001010
7036	bengiye	0100100
7037	ka	00
7038	ngingaba	00100110
7039	kuvuthwayo	0100011100
7040	alayeze	1000010
7041	aphuphe	1000010
7042	zona	0100
7043	ejahe	10010
7044	likhanya	01000010
7045	utheni	101100
7046	awufanele	101000010
7047	etsheni	1001000
7048	beqambe	0100010
7049	asebejwayelene	10101000001010
7050	ushevu	100000
7051	kukhombisa	0100001010
7052	uyakumlobela	101011001010
7053	ifundwa	1000110
7054	nothi	00000
7055	ngangingakwazi	01100100101000
7056	ubengayazi	1010011000
7057	wahambisa	110001010
7058	usungumpetha	000000000000
7059	kuyiwe	010100
7060	obehlela	10100010
7061	wayezobuye	1101010000
7062	lamakhosikazi	1101000010000
7063	siyeka	010010
7064	oza	110
7065	ayinazindlebe	1010100100000
7066	noma	0000
7067	ziqonde	0100010
7068	uzokunqoba	1010100010
7069	oholibama	100000000
7070	abuyele	1001010
7071	kulelo	010110
7072	bayomfaka	010110010
7073	imeqa	11010
7074	isheshise	100001010
7075	akuyikho	10101000
7076	ingubo	110000
7077	bakuthole	010100010
7078	yobusuku	11010000
7079	wakudlisa	110101010
7080	ayekubo	1010100
7081	seliyoshona	01010100010
7082	siyolisebenza	0101010000010
7083	ihlonipha	100000010
7084	ukovakashela	101000000010
7085	ungaphola	100100010
7086	yokubhalisa	11010001010
7087	aphiphithe	1000000010
7088	sesejwayelene	0110000101010
7089	bekungamathambo	010101101000000
7090	c	0
7091	kwakungasasizi	01101001010010
7092	yibumfingomfingo	1100000000000000
7093	nababebaphikela	111101010001010
7094	azifani	1010010
7095	zibhodongo	0100000000
7096	okhalayo	10001100
7097	sezide	010100
7098	ukuwuhlikihla	1010100000010
7099	kithina	0100100
7100	wezwa	10010
7101	kabo	0100
7102	yabangwa	11000110
7103	kwalokhu	00101000
7104	music	00000
7105	ngizohlanganisa	001010000001010
7106	alwa	1010
7107	oluxoxekayo	10100101100
7108	sihambi	0100010
7109	na	00
7110	ngomlomo	01110000
7111	angikazukuya	100101010110
7112	nhloko	100000
7113	bavalelise	0100101010
7114	yaseqhudeni	01010001000
7115	ngaphandle	0010000000
7116	manzuza	0100000
7117	ukufinyelela	101000000010
7118	umbhede	1100000
7119	seniphendukiswe	010100000010110
7120	kuyahanjwa	0101000110
7121	ilendlu	1011000
7122	izimbenge	100100000
7123	izithombe	101000000
7124	ngambongela	01110001010
7125	ulale	10010
7126	ngalenkathi	00101100000
7127	ngokweyisa	0110100010
7128	wawabona	11010010
7129	izinhlobonhlobo	100100000000000
7130	angiseyona	1001010100
7131	ungiphathe	1001000010
7132	osebamele	101011010
7133	akhumbule	100000010
7134	lucingo	0100010
7135	namaphephandaba	110100000110000
7136	esengathithi	101001000010
7137	wesilisa	11000000
7138	nalenkinga	0101100000
7139	azifisayo	101001100
7140	bazongena	010100010
7141	wakhipha	11000010
7142	wazofika	11010010
7143	wayethi	1101000
7144	kwayekwa	01100110
7145	bakwagereshoni	01001000000000
7146	egculisiwe	1000101010
7147	ezinkulu	10010000
7148	efilidi	1000000
7149	nawukungabaza	0111010010010
7150	ngibulala	001000010
7151	emathilaini	10100001000
7152	impilo	110010
7153	bhu	000
7154	kabhanoyi	010000000
7155	usulu	10000
7156	abalapha	10100000
7157	alale	10010
7158	bekutshela	0101000010
7159	okwakumbusa	10110110010
7160	ukhathele	100000010
7161	ozodinga	10100010
7162	kwakungeke	0110100000
7163	ekulesisimo	10101010110
7164	neqhinga	11000000
7165	umndeni	1100000
7166	wayengasasikhulumi	110100101010000010
7167	ngihlele	00100010
7168	yayaphi	1111000
7169	ngobudala	011010000
7170	izilwane	10100000
7171	ukukhipha	101000010
7172	ikileku	1000000
7173	ehleka	100010
7174	sengiyoze	010010100
7175	ngamahhelekehle	011010000000000
7176	mhogelise	100101010
7177	incane	100000
7178	sengiyakwazi	010010101000
7179	nesitha	1101000
7180	bangena	0100010
7181	kwendlu	0111000
7182	esemubi	1010100
7183	kukwakhe	01010010
7184	yehlula	1000010
7185	siyokubeka	0101010010
7186	ningaphumeli	010010001010
7187	nesonto	1100000
7188	lagege	110010
7189	babebuza	01010010
7190	ungenwe	1000110
7191	iqedeke	1001010
7192	ngife	00110
7193	zayithungela	110100001010
7194	iyoshintsha	10100000010
7195	ibemhlophe	1010000000
7196	yiloluhlobo	00000000000
7197	sekudlule	010100010
7198	yokunikelela	110100001010
7199	uboshiwe	10001010
7200	ebangeni	10001000
7201	ikhishi	0000000
7202	ngasale	0110010
7203	ukugubhazela	101000000010
7204	okomshayi	111100010
7205	sekunje	0101000
7206	uchaze	100010
7207	kwakuyindlwana	01101111001000
7208	umgcagco	11000010
7209	ina	110
7210	kungakenzeki	010011001010
7211	waphoseka	110001010
7212	inamashumi	1110100000
7213	kumntanayo	0110000100
7214	egulela	1001010
7215	ngamazwi	01101010
7216	akumangalisi	101000001010
7217	wehle	10010
7218	nosiba	110000
7219	yaqonda	1100010
7220	ebona	10010
7221	zoniwa	101010
7222	satholana	110001010
7223	esebomvu	10100000
7224	ngiyomxoxela	001011001010
7225	nezinqulu	110010000
7226	selimnyama	0101000000
7227	ubengambambele	10100110001010
7228	kuduma	010010
7229	uthwale	1000010
7230	phezu	00000
7231	impicabadala	110011010000
7232	nihambe	0100010
7233	lomgwaqo	11100000
7234	bantu	01000
7235	wangikhulula	110010000010
7236	emakhaya	10100000
7237	kosibhalela	11010001010
7238	bayathetha	0101000010
7239	siyakubopha	01010100010
7240	yomuzi	110100
7241	cha	000
7242	ababengazi	1010101010
7243	hawu	0000
7244	ayeke	10010
7245	mabangayi	010100110
7246	kumenele	01100010
7247	kwazise	0110110
7248	walixosha	110100010
7249	uyayithanda	10101000010
7250	uphelile	10001000
7251	kade	0100
7252	isaphumile	1010001000
7253	lwami	00100
7254	esezibika	101010010
7255	nokusho	1101000
7256	elikabani	101010000
7257	ayeziqoqele	10101001010
7258	nangaleso	010010110
7259	amaprojekthi	101000000000
7260	ngasemobeni	00101001000
7261	ngesikweletu	011010000000
7262	engenakudiyazela	1001010100001010
7263	ziyifa	010110
7264	engawusho	100101000
7265	kamuva	010000
7266	ekucabanga	1010000010
7267	inhlinini	110000000
7268	nonyoko	1100000
7269	sengikade	010010000
7270	untshangase	10000000000
7271	indebe	110000
7272	kwakuye	0110110
7273	sibuye	010010
7274	sokhela	1000010
7275	zisazi	011000
7276	oweqela	1101010
7277	sishaye	0100010
7278	njengabantu	00001101000
7279	enanikhuluma	111010000010
7280	sibone	010010
7281	ilandelana	1000001010
7282	njalo	00000
7283	siyibone	01010010
7284	sengesaba	010100010
7285	kunomsokama	00111000010
7286	ngingujehova	001011000000
7287	sikanye	0101000
7288	ayithole	10100010
7289	leziyazikhathi	01010101000000
7290	izikhathi	101000000
7291	kababobuya	0101010010
7292	ngowomunye	0111101000
7293	yezizathu	110100000
7294	izohlatshwa	10100000110
7295	siphahlwe	010000110
7296	balotsholwa	01000000110
7297	ngifele	0011010
7298	uchakijana	1000000000
7299	uligodle	10100010
7300	lokusondelana	1101000001010
7301	cetshwayo	000000000
7302	sokuhlekisa	11010001010
7303	balala	010010
7304	ephelayo	10001100
7305	idlalwa	1000110
7306	ukubuza	1010010
7307	esegezile	101001000
7308	uziqunga	10100010
7309	kuvele	010000
7310	yonyazi	1100000
7311	lezigebengu	01010000000
7312	wadi	0000
7313	ngihlezi	00100010
7314	azomkhulekela	1011000101010
7315	wayengithanda	1101001000010
7316	zizizele	01010010
7317	abafika	1010010
7318	njengomhlanga	0000111000000
7319	unembeza	10000000
7320	selicabanga	01010000010
7321	kwakhona	00100100
7322	wazikhuza	110100000
7323	damu	0000
7324	makathule	010100010
7325	uyalazi	1011000
7326	esesebenza	1010000010
7327	usuvale	1110010
7328	ingqobe	1100000
7329	ungumfundisi	101110001010
7330	uyiliphi	10101000
7331	ebhange	1000000
7332	anti	0000
7333	sekuzokuba	0101010110
7334	kandwandwe	0100000000
7335	kuphiliwe	010001010
7336	ehlathini	100001000
7337	bangaze	0100100
7338	ningamaqhawe	010110100000
7339	obambisanayo	100010101100
7340	owenzenjena	11001100100
7341	edobana	1001010
7342	usungabona	1110010010
7343	seyithande	0101000010
7344	sekumele	01011010
7345	selimi	010110
7346	izithithibala	1010000000000
7347	umlabalaba	1100000000
7348	othulini	10001000
7349	uyothini	10100100
7350	zingigqolozele	01001000001010
7351	iqinisile	100001000
7352	ijubane	1000000
7353	abempofu	10100000
7354	kuphuma	0100010
7355	wasabeka	11010010
7356	imbiza	110000
7357	kwedlula	01000010
7358	ukuchwenselwa	1100000000110
7359	komuzi	110100
7360	abalinde	10100010
7361	useyajuluka	10101000010
7362	asithole	10100010
7363	kumkhaya	01100000
7364	sidinga	0100010
7365	yinkehli	11000000
7366	ayishoyo	10100100
7367	ngayoxoxa	011010010
7368	ngimuzwe	00101010
7369	ngokunye	01101000
7370	iwempela	11100000
7371	ukuyichaza	1010100010
7372	nginedumbe	0011100000
